id,title,city,country,company,size_of_company,company_field,date_of_publication,number_of_applicants,type_of_employment,skills,vacancy
519,Data Analyst - Milano,Arluno,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,ключевые показатели деятельности,data analyst
520,Sales Specialist,Marsa,Malta,Yellow Malta,11-50,Internet,2023-05-19,63.0,On-site,продажи,другое
520,Sales Specialist,Marsa,Malta,Yellow Malta,11-50,Internet,2023-05-19,63.0,On-site,sales target management,другое
521,(Junior) Data Scientist,Elsbethen,Austria,Red Bull,"10,001+",Food and Beverage Services,2023-05-16,124.0,On-site,deep learning,data scientist
521,(Junior) Data Scientist,Elsbethen,Austria,Red Bull,"10,001+",Food and Beverage Services,2023-05-16,124.0,On-site,статистическое моделирование,data scientist
521,(Junior) Data Scientist,Elsbethen,Austria,Red Bull,"10,001+",Food and Beverage Services,2023-05-16,124.0,On-site,python,data scientist
522,Process Analyst,Augusta,Italy,Sonatrach Raffineria Italiana,"501-1,000",Oil and Gas,2023-05-02,92.0,On-site, ai,analyst
523,Business Analyst,Ottignies-Louvain-la-Neuve,Belgium,Odoo,"1,001-5,000",Software Development,2023-05-09,45.0,Hybrid,python,business analyst
523,Business Analyst,Ottignies-Louvain-la-Neuve,Belgium,Odoo,"1,001-5,000",Software Development,2023-05-09,45.0,Hybrid,немецкий язык,business analyst
523,Business Analyst,Ottignies-Louvain-la-Neuve,Belgium,Odoo,"1,001-5,000",Software Development,2023-05-09,45.0,Hybrid,нидерландский язык,business analyst
524,Data Scientist,Fuschl am See,Austria,Red Bull,"10,001+",Food and Beverage Services,2023-05-16,74.0,On-site,python,data scientist
524,Data Scientist,Fuschl am See,Austria,Red Bull,"10,001+",Food and Beverage Services,2023-05-16,74.0,On-site,sql,data scientist
524,Data Scientist,Fuschl am See,Austria,Red Bull,"10,001+",Food and Beverage Services,2023-05-16,74.0,On-site,наука о данных,data scientist
524,Data Scientist,Fuschl am See,Austria,Red Bull,"10,001+",Food and Beverage Services,2023-05-16,74.0,On-site,управление объемом работ,data scientist
525,"Data Scientist, Marketing Analytics",Solna,Sweden,Dun & Bradstreet,"5,001-10,000",Information Services,2023-05-16,60.0,Hybrid,databricks,data analyst
525,"Data Scientist, Marketing Analytics",Solna,Sweden,Dun & Bradstreet,"5,001-10,000",Information Services,2023-05-16,60.0,Hybrid,julia,data analyst
525,"Data Scientist, Marketing Analytics",Solna,Sweden,Dun & Bradstreet,"5,001-10,000",Information Services,2023-05-16,60.0,Hybrid,power bi,data analyst
525,"Data Scientist, Marketing Analytics",Solna,Sweden,Dun & Bradstreet,"5,001-10,000",Information Services,2023-05-16,60.0,Hybrid,redshift,data analyst
525,"Data Scientist, Marketing Analytics",Solna,Sweden,Dun & Bradstreet,"5,001-10,000",Information Services,2023-05-16,60.0,Hybrid,statistics,data analyst
525,"Data Scientist, Marketing Analytics",Solna,Sweden,Dun & Bradstreet,"5,001-10,000",Information Services,2023-05-16,60.0,Hybrid,tableau,data analyst
525,"Data Scientist, Marketing Analytics",Solna,Sweden,Dun & Bradstreet,"5,001-10,000",Information Services,2023-05-16,60.0,Hybrid,аналитические навыки,data analyst
525,"Data Scientist, Marketing Analytics",Solna,Sweden,Dun & Bradstreet,"5,001-10,000",Information Services,2023-05-16,60.0,Hybrid,python,data analyst
526,Data Analyst - Poland,Wroclaw,Poland,E&C Consultants - International Energy Procurement Consultancy,51-200,Business Consulting and Services,2023-05-02,117.0,Hybrid,excel,data analyst
526,Data Analyst - Poland,Wroclaw,Poland,E&C Consultants - International Energy Procurement Consultancy,51-200,Business Consulting and Services,2023-05-02,117.0,Hybrid,powerbi,data analyst
526,Data Analyst - Poland,Wroclaw,Poland,E&C Consultants - International Energy Procurement Consultancy,51-200,Business Consulting and Services,2023-05-02,117.0,Hybrid,sql,data analyst
526,Data Analyst - Poland,Wroclaw,Poland,E&C Consultants - International Energy Procurement Consultancy,51-200,Business Consulting and Services,2023-05-02,117.0,Hybrid,предоставление данных,data analyst
526,Data Analyst - Poland,Wroclaw,Poland,E&C Consultants - International Energy Procurement Consultancy,51-200,Business Consulting and Services,2023-05-02,117.0,Hybrid,качество данных,data analyst
527,Consultant.e BI,Lyon,France,Qim info,201-500,IT Services and IT Consulting,2023-05-22,37.0,Hybrid,etl,другое
527,Consultant.e BI,Lyon,France,Qim info,201-500,IT Services and IT Consulting,2023-05-22,37.0,Hybrid,informatica,другое
527,Consultant.e BI,Lyon,France,Qim info,201-500,IT Services and IT Consulting,2023-05-22,37.0,Hybrid,power bi,другое
527,Consultant.e BI,Lyon,France,Qim info,201-500,IT Services and IT Consulting,2023-05-22,37.0,Hybrid,qlik,другое
527,Consultant.e BI,Lyon,France,Qim info,201-500,IT Services and IT Consulting,2023-05-22,37.0,Hybrid,sql,другое
527,Consultant.e BI,Lyon,France,Qim info,201-500,IT Services and IT Consulting,2023-05-22,37.0,Hybrid,talend,другое
527,Consultant.e BI,Lyon,France,Qim info,201-500,IT Services and IT Consulting,2023-05-22,37.0,Hybrid,ssrs,другое
527,Consultant.e BI,Lyon,France,Qim info,201-500,IT Services and IT Consulting,2023-05-22,37.0,Hybrid,функциональные требования,другое
528,Business Intelligence Developer EEMEA,Salzburg,Austria,PUMA Group,"10,001+",Sporting Goods Manufacturing,2023-05-19,23.0,On-site,azure,business analyst
528,Business Intelligence Developer EEMEA,Salzburg,Austria,PUMA Group,"10,001+",Sporting Goods Manufacturing,2023-05-19,23.0,On-site,dashboard,business analyst
528,Business Intelligence Developer EEMEA,Salzburg,Austria,PUMA Group,"10,001+",Sporting Goods Manufacturing,2023-05-19,23.0,On-site,data warehouse,business analyst
528,Business Intelligence Developer EEMEA,Salzburg,Austria,PUMA Group,"10,001+",Sporting Goods Manufacturing,2023-05-19,23.0,On-site,power bi,business analyst
528,Business Intelligence Developer EEMEA,Salzburg,Austria,PUMA Group,"10,001+",Sporting Goods Manufacturing,2023-05-19,23.0,On-site,python,business analyst
528,Business Intelligence Developer EEMEA,Salzburg,Austria,PUMA Group,"10,001+",Sporting Goods Manufacturing,2023-05-19,23.0,On-site,sap,business analyst
528,Business Intelligence Developer EEMEA,Salzburg,Austria,PUMA Group,"10,001+",Sporting Goods Manufacturing,2023-05-19,23.0,On-site,sql,business analyst
528,Business Intelligence Developer EEMEA,Salzburg,Austria,PUMA Group,"10,001+",Sporting Goods Manufacturing,2023-05-19,23.0,On-site,etl,business analyst
528,Business Intelligence Developer EEMEA,Salzburg,Austria,PUMA Group,"10,001+",Sporting Goods Manufacturing,2023-05-19,23.0,On-site,моделирование данных,business analyst
529,IT Business Analyst (Data),Amersfoort,Netherlands,FrieslandCampina,"10,001+",Dairy Product Manufacturing,2023-05-17,42.0,,azure,data analyst
529,IT Business Analyst (Data),Amersfoort,Netherlands,FrieslandCampina,"10,001+",Dairy Product Manufacturing,2023-05-17,42.0,,excel,data analyst
529,IT Business Analyst (Data),Amersfoort,Netherlands,FrieslandCampina,"10,001+",Dairy Product Manufacturing,2023-05-17,42.0,,power bi,data analyst
529,IT Business Analyst (Data),Amersfoort,Netherlands,FrieslandCampina,"10,001+",Dairy Product Manufacturing,2023-05-17,42.0,,sql,data analyst
529,IT Business Analyst (Data),Amersfoort,Netherlands,FrieslandCampina,"10,001+",Dairy Product Manufacturing,2023-05-17,42.0,,statistics,data analyst
529,IT Business Analyst (Data),Amersfoort,Netherlands,FrieslandCampina,"10,001+",Dairy Product Manufacturing,2023-05-17,42.0,,it business analysis,data analyst
529,IT Business Analyst (Data),Amersfoort,Netherlands,FrieslandCampina,"10,001+",Dairy Product Manufacturing,2023-05-17,42.0,,data analytics,data analyst
530,(Junior) Business Analyst (f/m/d),Warsaw,Poland,Siemens,"10,001+",Automation Machinery Manufacturing,2023-05-18,99.0,Remote,excel,business analyst
530,(Junior) Business Analyst (f/m/d),Warsaw,Poland,Siemens,"10,001+",Automation Machinery Manufacturing,2023-05-18,99.0,Remote,sql,business analyst
530,(Junior) Business Analyst (f/m/d),Warsaw,Poland,Siemens,"10,001+",Automation Machinery Manufacturing,2023-05-18,99.0,Remote,business analysis,business analyst
530,(Junior) Business Analyst (f/m/d),Warsaw,Poland,Siemens,"10,001+",Automation Machinery Manufacturing,2023-05-18,99.0,Remote,business reviews,business analyst
531,Business Intelligence-Architekt:in,Milan,Italy,Wolford,"1,001-5,000",Retail Apparel and Fashion,2023-05-23,5.0,Hybrid,powerbi,business analyst
531,Business Intelligence-Architekt:in,Milan,Italy,Wolford,"1,001-5,000",Retail Apparel and Fashion,2023-05-23,5.0,Hybrid,sql,business analyst
531,Business Intelligence-Architekt:in,Milan,Italy,Wolford,"1,001-5,000",Retail Apparel and Fashion,2023-05-23,5.0,Hybrid,tableau,business analyst
531,Business Intelligence-Architekt:in,Milan,Italy,Wolford,"1,001-5,000",Retail Apparel and Fashion,2023-05-23,5.0,Hybrid,английский язык,business analyst
531,Business Intelligence-Architekt:in,Milan,Italy,Wolford,"1,001-5,000",Retail Apparel and Fashion,2023-05-23,5.0,Hybrid,системы управления предприятием (erp),business analyst
532,Data Analyst - Milano,Senago,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,dashboard,data analyst
532,Data Analyst - Milano,Senago,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,excel,data analyst
532,Data Analyst - Milano,Senago,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,аналитические навыки,data analyst
532,Data Analyst - Milano,Senago,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,ключевые показатели деятельности,data analyst
533,System Developer GIS,Åre,Sweden,Sunna Group,1-10,Renewables & Environment,2023-05-17,28.0,Hybrid,api,другое
533,System Developer GIS,Åre,Sweden,Sunna Group,1-10,Renewables & Environment,2023-05-17,28.0,Hybrid,gcp,другое
533,System Developer GIS,Åre,Sweden,Sunna Group,1-10,Renewables & Environment,2023-05-17,28.0,Hybrid,linux,другое
533,System Developer GIS,Åre,Sweden,Sunna Group,1-10,Renewables & Environment,2023-05-17,28.0,Hybrid,gis applications,другое
533,System Developer GIS,Åre,Sweden,Sunna Group,1-10,Renewables & Environment,2023-05-17,28.0,Hybrid,gis,другое
534,Analista de Software,Bilbao-Bilbo,Spain,Deusto SEIDOR,51-200,Information Technology & Services,2023-05-02,32.0,Hybrid,basque,analyst
534,Analista de Software,Bilbao-Bilbo,Spain,Deusto SEIDOR,51-200,Information Technology & Services,2023-05-02,32.0,Hybrid,project+,analyst
535,Responsable Data Visualisation MS BI,Bois-Colombes,France,Coface,"1,001-5,000",Insurance,2023-05-02,94.0,Hybrid,oracle,другое
535,Responsable Data Visualisation MS BI,Bois-Colombes,France,Coface,"1,001-5,000",Insurance,2023-05-02,94.0,Hybrid,power bi,другое
535,Responsable Data Visualisation MS BI,Bois-Colombes,France,Coface,"1,001-5,000",Insurance,2023-05-02,94.0,Hybrid,powerbi,другое
535,Responsable Data Visualisation MS BI,Bois-Colombes,France,Coface,"1,001-5,000",Insurance,2023-05-02,94.0,Hybrid,sql,другое
535,Responsable Data Visualisation MS BI,Bois-Colombes,France,Coface,"1,001-5,000",Insurance,2023-05-02,94.0,Hybrid,ssis,другое
535,Responsable Data Visualisation MS BI,Bois-Colombes,France,Coface,"1,001-5,000",Insurance,2023-05-02,94.0,Hybrid,priority management,другое
535,Responsable Data Visualisation MS BI,Bois-Colombes,France,Coface,"1,001-5,000",Insurance,2023-05-02,94.0,Hybrid,критическое мышление,другое
536,Consultor/a Selección Ingeniería,Vitoria-Gasteiz,Spain,TRIGO,"10,001+",Manufacturing,2023-05-23,4.0,Hybrid,английский язык,другое
536,Consultor/a Selección Ingeniería,Vitoria-Gasteiz,Spain,TRIGO,"10,001+",Manufacturing,2023-05-23,4.0,Hybrid,microsoft office,другое
537,"Assistant, HR Data Analytics",Brussels,Belgium,NATO,"1,001-5,000",International Affairs,2023-05-17,135.0,On-site,oracle,data analyst
537,"Assistant, HR Data Analytics",Brussels,Belgium,NATO,"1,001-5,000",International Affairs,2023-05-17,135.0,On-site,statistics,data analyst
537,"Assistant, HR Data Analytics",Brussels,Belgium,NATO,"1,001-5,000",International Affairs,2023-05-17,135.0,On-site,профессиональные навыки работы с компьютером,data analyst
537,"Assistant, HR Data Analytics",Brussels,Belgium,NATO,"1,001-5,000",International Affairs,2023-05-17,135.0,On-site,анализ данных,data analyst
538,Data Analyst - Milano,Cusano Milanino,Italy,CPM Italy,51-200,Retail,2023-05-20,,Hybrid,dashboard,data analyst
538,Data Analyst - Milano,Cusano Milanino,Italy,CPM Italy,51-200,Retail,2023-05-20,,Hybrid,excel,data analyst
538,Data Analyst - Milano,Cusano Milanino,Italy,CPM Italy,51-200,Retail,2023-05-20,,Hybrid,аналитические навыки,data analyst
538,Data Analyst - Milano,Cusano Milanino,Italy,CPM Italy,51-200,Retail,2023-05-20,,Hybrid,ключевые показатели деятельности,data analyst
539,IT Business Analyst for Human Resources,Madrid,Spain,Roche,"10,001+",Biotechnology Research,2023-05-17,135.0,,business case development,business analyst
539,IT Business Analyst for Human Resources,Madrid,Spain,Roche,"10,001+",Biotechnology Research,2023-05-17,135.0,,бизнес-требования,business analyst
